likes,retweets,sentiment,tweet_text
1.6695254358464737,2.0140409287798695,positive,"Excited to see Kamala Harris leading the Democratic charge!"
0.4241066205641431,0.7499380576211391,positive,"Donald Trump's policies are the best for our economy."
-0.4061725896240773,-0.15299256463509675,positive,"Jill Stein's environmental plans are exactly what we need."
-0.8213121947181876,-0.8753370624400855,neutral,"Robert Kennedy offers a fresh perspective outside the two-party system."
-1.0703959577746538,-1.2365093113425798,positive,"Chase Oliver's libertarian stance promotes true freedom."
1.0883299887147195,1.1111103065236334,positive,"Kamala Harris has been a strong advocate for healthcare reform."
2.084665040940584,1.652868679877375,positive,"Trump's tax policies will benefit small businesses."
0.008967015470032884,0.20817968426739758,positive,"Jill Stein's green initiatives could save our planet."
-1.236451799812298,-1.417095435793827,neutral,"Robert Kennedy is running as an independent; interesting choice."
-0.5722284316617214,-0.5141648135375911,positive,"Chase Oliver promotes minimal government intervention. Love it!"
0.5901624626017872,0.569351933169892,positive,"Kamala Harris is tackling education issues head-on."
1.2543858307523637,1.1111103065236334,positive,"Trump's latest policy could lower taxes for the middle class."
-0.24011674758643325,0.027593559816150415,positive,"Jill Stein's renewable energy plans are ambitious."
-0.9873680367558316,-1.0559231868913326,neutral,"Robert Kennedy might disrupt the traditional party dynamics."
-0.7382842736993656,-0.6947509379888382,positive,"Chase Oliver's views on personal freedom are refreshing."
0.8392462256582534,0.9305241820723863,positive,"Kamala Harris is making strides in criminal justice reform."
1.6695254358464737,1.2916964309748806,positive,"Trump's deregulation efforts are boosting the stock market."
-0.4892005106428994,-0.3335786890863439,positive,"Jill Stein advocates for sustainable agriculture."
-1.1534238787934759,-1.2365093113425798,neutral,"Robert Kennedy's independent run adds more choices for voters."
-0.9043401157370096,-0.8753370624400855,positive,"Chase Oliver supports free-market solutions for healthcare."
0.6731903836206092,0.7499380576211391,positive,"Kamala Harris is a strong leader for progressive change."
1.8355812778841178,1.4722825554261278,negative,"Trump's stance on immigration is reshaping national policy."
-0.3231446686052553,-0.15299256463509675,positive,"Jill Stein's proposals for green jobs are commendable."
-1.3194797208311198,-1.5976815602450742,neutral,"Robert Kennedy's platform as an independent is unclear."
-0.9873680367558316,-1.0559231868913326,positive,"Chase Oliver emphasizes individual liberties in his campaign."
0.34107869954532105,0.38876580871864475,positive,"Kamala Harris continues to push for affordable housing."
1.91860919890294,1.833454804328622,neutral,"Trump's economic policies are controversial but effective."
-0.1570888265676112,0.20817968426739758,positive,"Jill Stein is focusing on climate change legislation."
-1.1949378393028869,-1.3087437611230786,neutral,"Robert Kennedy offers an alternative to traditional parties."
-0.6552563526805435,-0.5141648135375911,positive,"Chase Oliver advocates for gun rights and personal freedom."
0.5071345415829651,0.569351933169892,positive,"Kamala Harris is addressing income inequality in her speeches."
1.4204416727900078,0.9305241820723863,negative,"Trump's tax cuts are benefiting the wealthy disproportionately."
-0.36465862911466634,0.027593559816150415,positive,"Jill Stein promotes electric vehicles to reduce emissions."
-1.2779657603217087,-1.5254471104645753,neutral,"Robert Kennedy's policies are a mix of left and right ideologies."
-0.8213121947181876,-0.6947509379888382,positive,"Chase Oliver's economic plans prioritize individual choice."
0.9222741466770754,1.1111103065236334,positive,"Kamala Harris is a beacon of hope for many voters."
1.5864975148276517,1.2916964309748806,neutral,"Trump's approach to trade is leading to new international agreements."
-0.07406090554878916,0.38876580871864475,positive,"Jill Stein's solar energy plans could revolutionize power grids."
-1.3609936813405308,-1.669916010025573,neutral,"Robert Kennedy remains neutral on some key issues\, causing uncertainty."
-0.7382842736993656,-0.8753370624400855,positive,"Chase Oliver is building a strong base among libertarian voters."
0.6316764231111982,0.7499380576211391,positive,"Kamala Harris's foreign policy plans are ambitious and detailed."
1.7525533568652958,1.652868679877375,negative,"Trump's healthcare policies are sparking nationwide debates."
-0.2816307080958443,-0.15299256463509675,positive,"Jill Stein is advocating for zero-waste cities."
-1.236451799812298,-1.417095435793827,neutral,"Robert Kennedy is focusing on bipartisan solutions."
-0.9043401157370096,-1.0559231868913326,positive,"Chase Oliver supports abolishing the IRS for more freedom."
0.7562183046394313,0.9305241820723863,positive,"Kamala Harris's initiatives on climate change are groundbreaking."
1.3374137517711857,1.1111103065236334,negative,"Trump's latest tax reform favors large corporations."
-0.19860278707702222,0.20817968426739758,positive,"Jill Stein's policies aim to make cities more sustainable."
-1.1119099182840648,-1.2365093113425798,neutral,"Robert Kennedy's independent stance attracts diverse voters."
-0.6137423921711325,-0.5141648135375911,positive,"Chase Oliver's commitment to liberty resonates with many."
-0.24011674758643325,0.027593559816150415,positive,"Jill Stein's new recycling program is a game-changer!"
0.5071345415829651,0.569351933169892,positive,"Kamala Harris is implementing effective education policies."
1.2543858307523637,0.9305241820723863,positive,"Trump's trade deals are benefiting American industries."
-1.1949378393028869,-1.3087437611230786,neutral,"Robert Kennedy is bridging gaps between different voter groups."
-0.6552563526805435,-0.5141648135375911,positive,"Chase Oliver's stance on free speech is admirable."
0.6731903836206092,0.7499380576211391,positive,"Kamala Harris's healthcare initiatives are saving lives."
1.4204416727900078,1.1111103065236334,positive,"Trump's tax reforms are attracting business investments."
-0.1570888265676112,0.20817968426739758,positive,"Jill Stein envisions a greener future with sustainable practices."
-1.2779657603217087,-1.5254471104645753,neutral,"Robert Kennedy maintains a balanced approach to policies."
-0.8213121947181876,-0.6947509379888382,positive,"Chase Oliver champions individual rights and freedoms."
0.9222741466770754,1.1111103065236334,positive,"Kamala Harris is a beacon of hope for many voters."
1.5864975148276517,1.2916964309748806,positive,"Trump's economic strategies are leading to growth."
-0.07406090554878916,0.38876580871864475,positive,"Jill Stein's solar projects are reducing carbon footprints."
-1.3609936813405308,-1.669916010025573,neutral,"Robert Kennedy offers practical solutions outside party lines."
-0.7382842736993656,-0.8753370624400855,positive,"Chase Oliver is building a strong base among libertarian voters."
0.6316764231111982,0.7499380576211391,positive,"Kamala Harris's foreign policy plans are ambitious and detailed."
1.7525533568652958,1.652868679877375,negative,"Trump's healthcare policies are sparking nationwide debates."
-0.2816307080958443,-0.15299256463509675,positive,"Jill Stein is advocating for zero-waste cities."
-1.236451799812298,-1.417095435793827,neutral,"Robert Kennedy is focusing on bipartisan solutions."
-0.9043401157370096,-1.0559231868913326,positive,"Chase Oliver supports abolishing the IRS for more freedom."
0.7562183046394313,0.9305241820723863,positive,"Kamala Harris's initiatives on climate change are groundbreaking."
1.3374137517711857,1.1111103065236334,negative,"Trump's latest tax reform favors large corporations."
-0.19860278707702222,0.20817968426739758,positive,"Jill Stein's policies aim to make cities more sustainable."
-1.1119099182840648,-1.2365093113425798,neutral,"Robert Kennedy's independent stance attracts diverse voters."
-0.6137423921711325,-0.5141648135375911,positive,"Chase Oliver's commitment to liberty resonates with many."
-0.24011674758643325,0.027593559816150415,positive,"Jill Stein's latest environmental initiative is inspiring!"
0.5071345415829651,0.569351933169892,positive,"Kamala Harris is leading effective reforms in education."
1.2543858307523637,0.9305241820723863,positive,"Trump's trade policies are boosting American exports."
-1.1949378393028869,-1.3087437611230786,neutral,"Robert Kennedy brings new ideas to the political landscape."
-0.6552563526805435,-0.5141648135375911,positive,"Chase Oliver's policies on free markets are commendable."
0.5071345415829651,0.569351933169892,positive,"Kamala Harris is addressing income inequality in her speeches."
1.4204416727900078,0.9305241820723863,negative,"Trump's tax cuts are benefiting the wealthy disproportionately."
-0.36465862911466634,0.027593559816150415,positive,"Jill Stein promotes electric vehicles to reduce emissions."
-1.2779657603217087,-1.5254471104645753,neutral,"Robert Kennedy's policies are a mix of left and right ideologies."
-0.8213121947181876,-0.6947509379888382,positive,"Chase Oliver's economic plans prioritize individual choice."
0.9222741466770754,1.1111103065236334,positive,"Kamala Harris is a beacon of hope for many voters."
1.5864975148276517,1.2916964309748806,neutral,"Trump's approach to trade is leading to new international agreements."
-0.07406090554878916,0.38876580871864475,positive,"Jill Stein's solar energy plans could revolutionize power grids."
-1.3609936813405308,-1.669916010025573,neutral,"Robert Kennedy remains neutral on some key issues\, causing uncertainty."
-0.7382842736993656,-0.8753370624400855,positive,"Chase Oliver is building a strong base among libertarian voters."
0.6316764231111982,0.7499380576211391,positive,"Kamala Harris's foreign policy plans are ambitious and detailed."
1.7525533568652958,1.652868679877375,negative,"Trump's healthcare policies are sparking nationwide debates."
-0.2816307080958443,-0.15299256463509675,positive,"Jill Stein is advocating for zero-waste cities."
-1.236451799812298,-1.417095435793827,neutral,"Robert Kennedy is focusing on bipartisan solutions."
-0.9043401157370096,-1.0559231868913326,positive,"Chase Oliver supports abolishing the IRS for more freedom."
0.7562183046394313,0.9305241820723863,positive,"Kamala Harris's initiatives on climate change are groundbreaking."
1.3374137517711857,1.1111103065236334,negative,"Trump's latest tax reform favors large corporations."
